"N_cells"	"ID"	"ParentID"	"Birth_time"	"type"	"mut_den"	"driver_genes"	"passenger_genes"	"PointMut_ID"	"CNA_ID"	"order"
"1"	"6965"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12705"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6966"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12707"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6967"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12709"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6968"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12711"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6969"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12713"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6970"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12715"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6971"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12717"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6972"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12719"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6973"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12721"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6974"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12723"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6975"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12725"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6976"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 12727"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6977"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"834"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6978"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12729"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"6979"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12731"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6980"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12733"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6981"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12735"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6982"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12737"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6983"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12739"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6984"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12741"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6985"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 12743, 455, 1747, 2189"	"835"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6986"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12745"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6987"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12747"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6988"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12749"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6989"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12751"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6990"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12753"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6991"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12755"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6992"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12757"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6993"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12759"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6994"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12761"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6995"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12763"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6996"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12765"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6997"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12767"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6998"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12769"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6999"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12771"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7000"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12773"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7001"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12775"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7002"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12777"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7003"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 12779"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7004"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12781"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7005"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12783"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7006"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12785"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7007"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12787"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7008"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12789"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7009"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12791"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7010"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12793"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7011"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12795"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7012"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12797"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7013"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12799"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7014"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12801"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7015"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12803"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7016"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12805"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7017"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12807"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7018"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12809"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7019"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12811"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7020"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"836"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7021"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12813"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7022"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12815"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7023"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12817"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7024"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12819"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7025"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12821"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7026"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12823"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7027"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12825"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7028"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12827"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7029"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12829"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7030"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12831"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7031"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12833"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7032"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12835"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7033"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12837"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7034"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12839"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7035"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12841"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7036"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12843"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7037"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 12845, 455, 1747, 2189"	"837"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7038"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 1747, 2189, 12847"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7039"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12849"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7040"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12851"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7041"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12853"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7042"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12855"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7043"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12857"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7044"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12859"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7045"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12861"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7046"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12863"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7047"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12865"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7048"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12867"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7049"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12869"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7050"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12871"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7051"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12873"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7052"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"838"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7053"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12875"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7054"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12877"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7055"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"839"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7056"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"840"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7057"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12879"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7058"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12881"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7059"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12883"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7060"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12885"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7061"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12887"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7062"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"841"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7063"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12889"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7064"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12891"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7065"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12893"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7066"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12895"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7067"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12897"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7068"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12899"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7069"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"842"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7070"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12901"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7071"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12903"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7072"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12905"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7073"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 12907"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7074"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 12909"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7075"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12911"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7076"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12913"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7077"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12915"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7078"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12917"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7079"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 12919"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7080"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12921"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7081"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12923"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7082"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12925"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7083"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12927"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7084"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12929"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7085"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12931"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7086"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12933"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7087"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12935"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7088"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12937"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7089"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12939"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7090"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12941"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7091"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12943"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7092"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12945"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7093"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12947"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7094"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12949"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7095"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12951"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7096"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12953"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7097"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12955"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7098"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"843"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7099"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"844"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7100"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12957"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7101"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"845"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
